Bar Size,Directed by,Episode title,Guest star,No. in Season,No. in Series,No.,Appearances,Original air date,Production Code (Characters),Production Code,Role(s),Season (Characters),Season,Synopsis,Title,U.S. Viewers,Written by
1000,Michael Polcino,"""The Greatest Story Ever D'ohed""",Sacha Baron Cohen,16,457,457–2116,1,3/28/2010,MABF10,MABF10,Jakob,21,21,"Ned Flanders invites the Simpson family to join him on a church retreat to Jerusalem. Homer is unappreciative of the culture, until a tour guide starts taking him around the city and a dehydrated Homer deludes himself into believing he is the Messiah.","""The Greatest Story Ever D'ohed""",5.7,Kevin Curran
1000,Bob Anderson,"""American History X-cellent""",Joe Mantegna,17,458,458–2117,1,4/11/2010,MABF08,MABF08,Fat Tony,21,21,Smithers takes over the nuclear plant after Mr. Burns is put in jail for stealing valuable art -- and starts acting like his boss when everyone begins taking advantage of his kindness.,"""American History X-cellent""",5.7,Michael Price
1000,Bob Anderson,"""American History X-cellent""",Kevin Michael Richardson,17,458,458–2117,1,4/11/2010,MABF08,MABF08,Prisoner,21,21,Smithers takes over the nuclear plant after Mr. Burns is put in jail for stealing valuable art -- and starts acting like his boss when everyone begins taking advantage of his kindness.,"""American History X-cellent""",5.7,Michael Price
1000,Chris Clements,"""Chief of Hearts""",Maurice LaMarche,18,459,459–2118,1,4/18/2010,MABF09,MABF09,Additional voice,21,21,"While completing his court-ordered community service (after a wrongful arrest for robbing a bank), Homer offers Chief Wiggum a sandwich and the two become friends. Meanwhile, Bart becomes addicted to a Japanese kids' game called Battle Ball, which Marge confuses for a drug addiction.","""Chief of Hearts""",5.9,Carolyn Omine & William Wright
1000,Chris Clements,"""Chief of Hearts""",Joe Mantegna,18,459,459–2118,1,4/18/2010,MABF09,MABF09,Fat Tony,21,21,"While completing his court-ordered community service (after a wrongful arrest for robbing a bank), Homer offers Chief Wiggum a sandwich and the two become friends. Meanwhile, Bart becomes addicted to a Japanese kids' game called Battle Ball, which Marge confuses for a drug addiction.","""Chief of Hearts""",5.9,Carolyn Omine & William Wright
1000,Chris Clements,"""Chief of Hearts""",Jane Kaczmarek,18,459,459–2118,1,4/18/2010,MABF09,MABF09,Judge Constance Harm,21,21,"While completing his court-ordered community service (after a wrongful arrest for robbing a bank), Homer offers Chief Wiggum a sandwich and the two become friends. Meanwhile, Bart becomes addicted to a Japanese kids' game called Battle Ball, which Marge confuses for a drug addiction.","""Chief of Hearts""",5.9,Carolyn Omine & William Wright
1000,Lance Kramer,"""To Surveil with Love""",Eddie Izzard,20,461,461–2120,1,5/2/2010,MABF12,MABF12,Queen Elizabeth II; Price Charles,21,21,"Radiation seeps out of Homer's gym bag after a bomb squad blows it up and Springfield officials decide to suspend all civil liberties. Meanwhile, Lisa dyes her hair brown after being mocked for not conforming to the stereotype of the ""dumb blonde.""","""To Surveil with Love""",6.1,Michael Nobori
1000,Matthew Nastuk,"""Moe Letter Blues""",Don Pardo,21,462,462–2121,1,5/9/2010,MABF13,MABF13,Himself,21,21,"Homer, Reverend Lovejoy and Apu Nahasapeemapetilon receive a letter from Moe that states he will steal one of their wives. The three get together and try to remember intimate moments between Moe and their wives.","""Moe Letter Blues""",5.7,Stephanie Gillis
1000,Nancy Kruse,"""The Bob Next Door""",Kelsey Grammer,22,463,463–2122,1,5/16/2010,MABF11,MABF11,Sideshow Bob,21,21,"Bart becomes convinced that their new neighbor is Sideshow Bob in disguise, but Marge does not believe him and personally takes Bart to the Springfield Maximum Security Prison to prove it.","""The Bob Next Door""",6.3,John Frink
1000,Steven Dean Moore,"""Judge Me Tender""",Ellen DeGeneres,23,464,464–2123,1,5/23/2010,MABF15,MABF15,Herself,21,21,"Moe discovers his talent for judging in competitions and is invited to appear on the show American Idol. Meanwhile, Homer drives Marge crazy when he starts spending too much time at home, and takes up golf as a hobby.","""Judge Me Tender""",5.7,Dan Greaney & Allen Glazier
1000,Steven Dean Moore,"""Judge Me Tender""",Kara DioGuardi,23,464,464–2123,1,5/23/2010,MABF15,MABF15,Herself,21,21,"Moe discovers his talent for judging in competitions and is invited to appear on the show American Idol. Meanwhile, Homer drives Marge crazy when he starts spending too much time at home, and takes up golf as a hobby.","""Judge Me Tender""",5.7,Dan Greaney & Allen Glazier
1000,Steven Dean Moore,"""Judge Me Tender""",Randy Jackson,23,464,464–2123,1,5/23/2010,MABF15,MABF15,Himself,21,21,"Moe discovers his talent for judging in competitions and is invited to appear on the show American Idol. Meanwhile, Homer drives Marge crazy when he starts spending too much time at home, and takes up golf as a hobby.","""Judge Me Tender""",5.7,Dan Greaney & Allen Glazier
1000,Steven Dean Moore,"""Judge Me Tender""",Rupert Murdoch,23,464,464–2123,1,5/23/2010,MABF15,MABF15,Himself,21,21,"Moe discovers his talent for judging in competitions and is invited to appear on the show American Idol. Meanwhile, Homer drives Marge crazy when he starts spending too much time at home, and takes up golf as a hobby.","""Judge Me Tender""",5.7,Dan Greaney & Allen Glazier
1000,Steven Dean Moore,"""Judge Me Tender""",Ryan Seacrest,23,464,464–2123,1,5/23/2010,MABF15,MABF15,Himself,21,21,"Moe discovers his talent for judging in competitions and is invited to appear on the show American Idol. Meanwhile, Homer drives Marge crazy when he starts spending too much time at home, and takes up golf as a hobby.","""Judge Me Tender""",5.7,Dan Greaney & Allen Glazier
1000,Steven Dean Moore,"""Judge Me Tender""",Simon Cowell,23,464,464–2123,1,5/23/2010,MABF15,MABF15,Himself,21,21,"Moe discovers his talent for judging in competitions and is invited to appear on the show American Idol. Meanwhile, Homer drives Marge crazy when he starts spending too much time at home, and takes up golf as a hobby.","""Judge Me Tender""",5.7,Dan Greaney & Allen Glazier
1000,Mark Kirkland,"""Elementary School Musical""",Amber Riley,1,465,465–2201,1,9/26/2010,MABF21,MABF21,Aiesha,22,22,"Lisa attends a performing arts camp and is inspired to ""embrace her creative side"" by her counselors and fellow campers. When she returns, Lisa fails to readjust to her mundane life and attempts to recapture her ""inner hipster"".","""Elementary School Musical""",7.8,Tim Long
1000,Mark Kirkland,"""Elementary School Musical""",Jemaine Clement,1,465,465–2201,1,9/26/2010,MABF21,MABF21,Ethan,22,22,"Lisa attends a performing arts camp and is inspired to ""embrace her creative side"" by her counselors and fellow campers. When she returns, Lisa fails to readjust to her mundane life and attempts to recapture her ""inner hipster"".","""Elementary School Musical""",7.8,Tim Long
1000,Mark Kirkland,"""Elementary School Musical""",Cory Monteith,1,465,465–2201,1,9/26/2010,MABF21,MABF21,Flynn,22,22,"Lisa attends a performing arts camp and is inspired to ""embrace her creative side"" by her counselors and fellow campers. When she returns, Lisa fails to readjust to her mundane life and attempts to recapture her ""inner hipster"".","""Elementary School Musical""",7.8,Tim Long
1000,Mark Kirkland,"""Elementary School Musical""",Ira Glass,1,465,465–2201,1,9/26/2010,MABF21,MABF21,Himself,22,22,"Lisa attends a performing arts camp and is inspired to ""embrace her creative side"" by her counselors and fellow campers. When she returns, Lisa fails to readjust to her mundane life and attempts to recapture her ""inner hipster"".","""Elementary School Musical""",7.8,Tim Long
1000,Mark Kirkland,"""Elementary School Musical""",Stephen Hawking,1,465,465–2201,1,9/26/2010,MABF21,MABF21,Himself,22,22,"Lisa attends a performing arts camp and is inspired to ""embrace her creative side"" by her counselors and fellow campers. When she returns, Lisa fails to readjust to her mundane life and attempts to recapture her ""inner hipster"".","""Elementary School Musical""",7.8,Tim Long
1000,Mark Kirkland,"""Elementary School Musical""",Bret McKenzie,1,465,465–2201,1,9/26/2010,MABF21,MABF21,Kurt,22,22,"Lisa attends a performing arts camp and is inspired to ""embrace her creative side"" by her counselors and fellow campers. When she returns, Lisa fails to readjust to her mundane life and attempts to recapture her ""inner hipster"".","""Elementary School Musical""",7.8,Tim Long
1000,Mark Kirkland,"""Elementary School Musical""",Lea Michele,1,465,465–2201,1,9/26/2010,MABF21,MABF21,Sarah,22,22,"Lisa attends a performing arts camp and is inspired to ""embrace her creative side"" by her counselors and fellow campers. When she returns, Lisa fails to readjust to her mundane life and attempts to recapture her ""inner hipster"".","""Elementary School Musical""",7.8,Tim Long
1000,Matthew Faughnan,"""Loan-a Lisa""",Chris Hansen,2,466,466–2202,1,10/3/2010,MABF17,MABF17,Himself,22,22,"Lisa helps fund Nelson's bicycle company with money Grandpa Simpson gives her as part of his inheritance, but after Nelson meets Facebook founder Mark Zuckerberg and is convinced he can be successful by dropping out of school, Lisa tries to show Nelson the importance of an education. Meanwhile, Marge and Homer get addicted to buying expensive items and returning them for bogus reasons.","""Loan-a Lisa""",8.6,Valentina L. Garza
1000,Matthew Faughnan,"""Loan-a Lisa""",Mark Zuckerberg,2,466,466–2202,1,10/3/2010,MABF17,MABF17,Himself,22,22,"Lisa helps fund Nelson's bicycle company with money Grandpa Simpson gives her as part of his inheritance, but after Nelson meets Facebook founder Mark Zuckerberg and is convinced he can be successful by dropping out of school, Lisa tries to show Nelson the importance of an education. Meanwhile, Marge and Homer get addicted to buying expensive items and returning them for bogus reasons.","""Loan-a Lisa""",8.6,Valentina L. Garza
1000,Matthew Faughnan,"""Loan-a Lisa""",Muhammad Yunus,2,466,466–2202,1,10/3/2010,MABF17,MABF17,Himself,22,22,"Lisa helps fund Nelson's bicycle company with money Grandpa Simpson gives her as part of his inheritance, but after Nelson meets Facebook founder Mark Zuckerberg and is convinced he can be successful by dropping out of school, Lisa tries to show Nelson the importance of an education. Meanwhile, Marge and Homer get addicted to buying expensive items and returning them for bogus reasons.","""Loan-a Lisa""",8.6,Valentina L. Garza
1000,Nancy Kruse,"""MoneyBART""",Bill James,3,467,467–2203,1,10/10/2010,MABF18,MABF18,Himself,22,22,"Lisa coaches Bart's Little League baseball team to a record winning streak by putting her book smarts in statistics and probability into play. But when Bart questions Lisa’s coaching tactics and confronts her for taking the fun out of baseball, Lisa benches him from the championship game.","""MoneyBART""",6.7,Tim Long
1000,Nancy Kruse,"""MoneyBART""",Mike Scioscia,3,467,467–2203,1,10/10/2010,MABF18,MABF18,Himself,22,22,"Lisa coaches Bart's Little League baseball team to a record winning streak by putting her book smarts in statistics and probability into play. But when Bart questions Lisa’s coaching tactics and confronts her for taking the fun out of baseball, Lisa benches him from the championship game.","""MoneyBART""",6.7,Tim Long
1000,Bob Anderson,"""Treehouse of Horror XXI""",Daniel Radcliffe,4,468,468–2204,1,11/7/2010,MABF16,MABF16,Edmund,22,22,"In the 21st Treehouse of Horror episode, Bart and Milhouse get trapped inside a cursed board game in ""War and Pieces"", Homer and Marge suspect a castaway of being a murderer in ""Master and Cadaver"", and Lisa falls for a preteen of the night in ""Tweenlight"". Guest Stars: Hugh Laurie and Daniel Radcliffe 469 When Lisa finds out that Marge used to be as smart as Lisa before she slacked off, Lisa decides to buckle down (including sacrificing her love of arts and music) and not make the same mistake her mother did. Meanwhile, Bart publicly humiliates Nelson and becomes the school's new bully.","""Treehouse of Horror XXI""",8.2,Joel H. Cohen
1000,Bob Anderson,"""Treehouse of Horror XXI""",Hugh Laurie,4,468,468–2204,1,11/7/2010,MABF16,MABF16,Roger,22,22,"In the 21st Treehouse of Horror episode, Bart and Milhouse get trapped inside a cursed board game in ""War and Pieces"", Homer and Marge suspect a castaway of being a murderer in ""Master and Cadaver"", and Lisa falls for a preteen of the night in ""Tweenlight"". Guest Stars: Hugh Laurie and Daniel Radcliffe 469 When Lisa finds out that Marge used to be as smart as Lisa before she slacked off, Lisa decides to buckle down (including sacrificing her love of arts and music) and not make the same mistake her mother did. Meanwhile, Bart publicly humiliates Nelson and becomes the school's new bully.","""Treehouse of Horror XXI""",8.2,Joel H. Cohen
1000,Michael Polcino,"""How Munched is That Birdie in the Window?""",Rachel Weisz,7,471,471–2207,1,11/28/2010,NABF02,NABF02,Dr. Thurmond,22,22,"Bart nurses an injured pigeon back to health, but when Santa's Little Helper eats the bird, Bart must decide whether to forgive his dog or give him away once and for all.","""How Munched is That Birdie in the Window?""",9.4,Kevin Curran
1000,Michael Polcino,"""How Munched is That Birdie in the Window?""",Danica Patrick,7,471,471–2207,1,11/28/2010,NABF02,NABF02,Herself,22,22,"Bart nurses an injured pigeon back to health, but when Santa's Little Helper eats the bird, Bart must decide whether to forgive his dog or give him away once and for all.","""How Munched is That Birdie in the Window?""",9.4,Kevin Curran
1000,Bob Anderson & Matthew Schofield,"""The Fight Before Christmas""",Martha Stewart,8,472,472–2208,1,12/5/2010,MABF22,MABF22,Herself,22,22,"In this four-part Christmas episode (set up similar to season 17's ""Simpsons Christmas Stories""), Bart gets even with Santa Claus, Lisa dreams of an Inglourious Basterds-style Christmas, Marge receives a night time visit from the most powerful force in the universe who teaches her the true meaning of Christmas, and The Simpsons appear as puppets with pop singer Katy Perry.","""The Fight Before Christmas""",9.5,Deb Lacusta & Dan Castellaneta
1000,Bob Anderson & Matthew Schofield,"""The Fight Before Christmas""",Katy Perry,8,472,472–2208,1,12/5/2010,MABF22,MABF22,Herself (live action),22,22,"In this four-part Christmas episode (set up similar to season 17's ""Simpsons Christmas Stories""), Bart gets even with Santa Claus, Lisa dreams of an Inglourious Basterds-style Christmas, Marge receives a night time visit from the most powerful force in the universe who teaches her the true meaning of Christmas, and The Simpsons appear as puppets with pop singer Katy Perry.","""The Fight Before Christmas""",9.5,Deb Lacusta & Dan Castellaneta
1000,Ralph Sosa,"""Donnie Fatso""",Joe Mantegna,9,473,473–2209,1,12/12/2010,MABF19,MABF19,Fat Tony,22,22,"An FBI agent and Homer (who's trying to work off his criminal charge for bribery) infiltrate Fat Tony's mob, and meet Fat Tony's cousin, Fit Tony.","""Donnie Fatso""",7.2,Chris Cluess
1000,Ralph Sosa,"""Donnie Fatso""",Jon Hamm,9,473,473–2209,1,12/12/2010,MABF19,MABF19,FBI agent,22,22,"An FBI agent and Homer (who's trying to work off his criminal charge for bribery) infiltrate Fat Tony's mob, and meet Fat Tony's cousin, Fit Tony.","""Donnie Fatso""",7.2,Chris Cluess
1000,Chuck Sheetz,"""Flaming Moe""",Kristen Wiig,11,475,475–2211,1,1/16/2011,NABF04,NABF04,Calliope Juniper,22,22,"Moe Szyslak and Waylon Smithers turn Moe's tavern into an ultra-trendy gay bar after Smithers is rejected from Mr. Burns's will and Moe's business is (once again) in a slump. Meanwhile, Principal Skinner tries to date the substitute music teacher and sets her daughter up with Bart.","""Flaming Moe""",6.5,Matt Selman
1000,Chuck Sheetz,"""Flaming Moe""",Scott Thompson,11,475,475–2211,1,1/16/2011,NABF04,NABF04,Grady,22,22,"Moe Szyslak and Waylon Smithers turn Moe's tavern into an ultra-trendy gay bar after Smithers is rejected from Mr. Burns's will and Moe's business is (once again) in a slump. Meanwhile, Principal Skinner tries to date the substitute music teacher and sets her daughter up with Bart.","""Flaming Moe""",6.5,Matt Selman
1000,Chuck Sheetz,"""Flaming Moe""",Alyson Hannigan,11,475,475–2211,1,1/16/2011,NABF04,NABF04,Melody,22,22,"Moe Szyslak and Waylon Smithers turn Moe's tavern into an ultra-trendy gay bar after Smithers is rejected from Mr. Burns's will and Moe's business is (once again) in a slump. Meanwhile, Principal Skinner tries to date the substitute music teacher and sets her daughter up with Bart.","""Flaming Moe""",6.5,Matt Selman
1000,Mark Kirkland,"""Homer the Father""",Michael Paul Chan,12,476,476–2212,1,1/23/2011,NABF05,NABF05,Chinese agent,22,22,"Homer tries to be a better father by using a 1980s sitcom as his guide, but things go wrong when Homer advises Bart to earn his own money for a dirtbike and Bart does just that -- by selling nuclear secrets to the Chinese government.","""Homer the Father""",6.5,Joel H. Cohen
1000,Mark Kirkland,"""Homer the Father""",David Mamet,12,476,476–2212,1,1/23/2011,NABF05,NABF05,Himself,22,22,"Homer tries to be a better father by using a 1980s sitcom as his guide, but things go wrong when Homer advises Bart to earn his own money for a dirtbike and Bart does just that -- by selling nuclear secrets to the Chinese government.","""Homer the Father""",6.5,Joel H. Cohen
1000,Mark Kirkland,"""Homer the Father""",James Lipton,12,476,476–2212,1,1/23/2011,NABF05,NABF05,Himself,22,22,"Homer tries to be a better father by using a 1980s sitcom as his guide, but things go wrong when Homer advises Bart to earn his own money for a dirtbike and Bart does just that -- by selling nuclear secrets to the Chinese government.","""Homer the Father""",6.5,Joel H. Cohen
1000,Mark Kirkland,"""Homer the Father""",Garry Marshall,12,476,476–2212,1,1/23/2011,NABF05,NABF05,Sheldon Leavitt,22,22,"Homer tries to be a better father by using a 1980s sitcom as his guide, but things go wrong when Homer advises Bart to earn his own money for a dirtbike and Bart does just that -- by selling nuclear secrets to the Chinese government.","""Homer the Father""",6.5,Joel H. Cohen
1000,Matthew Nastuk,"""Angry Dad: The Movie""",Maurice LaMarche,14,478,478–2214,1,2/20/2011,NABF07,NABF07,Anthony Hopkins,22,22,"Bart and Homer revisit their web series ""Angry Dad"" (from season 13's ""I Am Furious Yellow"") and turn it into an animated short that quickly gains an Oscar nomination, but Bart does not want Homer to get all the glory, so he sends his father away when the Simpsons go (back) to Hollywood.","""Angry Dad: The Movie""",6.4,John Frink
1000,Matthew Nastuk,"""Angry Dad: The Movie""",J. B. Smoove,14,478,478–2214,1,2/20/2011,NABF07,NABF07,DJ Kwanzaa,22,22,"Bart and Homer revisit their web series ""Angry Dad"" (from season 13's ""I Am Furious Yellow"") and turn it into an animated short that quickly gains an Oscar nomination, but Bart does not want Homer to get all the glory, so he sends his father away when the Simpsons go (back) to Hollywood.","""Angry Dad: The Movie""",6.4,John Frink
1000,Matthew Nastuk,"""Angry Dad: The Movie""",Halle Berry,14,478,478–2214,1,2/20/2011,NABF07,NABF07,Herself,22,22,"Bart and Homer revisit their web series ""Angry Dad"" (from season 13's ""I Am Furious Yellow"") and turn it into an animated short that quickly gains an Oscar nomination, but Bart does not want Homer to get all the glory, so he sends his father away when the Simpsons go (back) to Hollywood.","""Angry Dad: The Movie""",6.4,John Frink
1000,Matthew Nastuk,"""Angry Dad: The Movie""",Nick Park,14,478,478–2214,1,2/20/2011,NABF07,NABF07,Himself,22,22,"Bart and Homer revisit their web series ""Angry Dad"" (from season 13's ""I Am Furious Yellow"") and turn it into an animated short that quickly gains an Oscar nomination, but Bart does not want Homer to get all the glory, so he sends his father away when the Simpsons go (back) to Hollywood.","""Angry Dad: The Movie""",6.4,John Frink
1000,Matthew Nastuk,"""Angry Dad: The Movie""",Ricky Gervais,14,478,478–2214,1,2/20/2011,NABF07,NABF07,Himself,22,22,"Bart and Homer revisit their web series ""Angry Dad"" (from season 13's ""I Am Furious Yellow"") and turn it into an animated short that quickly gains an Oscar nomination, but Bart does not want Homer to get all the glory, so he sends his father away when the Simpsons go (back) to Hollywood.","""Angry Dad: The Movie""",6.4,John Frink
1000,Matthew Nastuk,"""Angry Dad: The Movie""",Russell Brand,14,478,478–2214,1,2/20/2011,NABF07,NABF07,Himself,22,22,"Bart and Homer revisit their web series ""Angry Dad"" (from season 13's ""I Am Furious Yellow"") and turn it into an animated short that quickly gains an Oscar nomination, but Bart does not want Homer to get all the glory, so he sends his father away when the Simpsons go (back) to Hollywood.","""Angry Dad: The Movie""",6.4,John Frink
1000,Matthew Schofield,"""The Scorpion's Tale""",Kevin Michael Richardson,15,479,479–2215,1,3/6/2011,NABF08,NABF08,Retirement Castle orderly,22,22,"Lisa discovers a rare desert plant that turns aggressive animals docile, while a pharmaceutical company wants to buy it off her to create a new drug.","""The Scorpion's Tale""",6.2,Billy Kimball & Ian Maxtone-Graham
1000,Matthew Schofield,"""The Scorpion's Tale""",Werner Herzog,15,479,479–2215,1,3/6/2011,NABF08,NABF08,Walter Hotenhoffer,22,22,"Lisa discovers a rare desert plant that turns aggressive animals docile, while a pharmaceutical company wants to buy it off her to create a new drug.","""The Scorpion's Tale""",6.2,Billy Kimball & Ian Maxtone-Graham
1000,Steven Dean Moore,"""A Midsummer's Nice Dream""",Cheech Marin,16,480,480–2216,1,3/13/2011,NABF09,NABF09,Himself,22,22,"1970s stoner comedians Tommy Chong and Cheech Marin decide to break up after each of them get a new comedy partner -- Homer pairs up with Cheech to become ""Cheech and Chunk"" while Principal Skinner joins Chong to become ""Teach and Chong."" Meanwhile, Marge stages an intervention for The Crazy Cat Lady after noticing that she's hoarding animals -- which turns Marge into a hoarder herself.","""A Midsummer's Nice Dream""",5.4,Deb Lacusta & Dan Castellaneta
1000,Steven Dean Moore,"""A Midsummer's Nice Dream""",Tommy Chong,16,480,480–2216,1,3/13/2011,NABF09,NABF09,Himself,22,22,"1970s stoner comedians Tommy Chong and Cheech Marin decide to break up after each of them get a new comedy partner -- Homer pairs up with Cheech to become ""Cheech and Chunk"" while Principal Skinner joins Chong to become ""Teach and Chong."" Meanwhile, Marge stages an intervention for The Crazy Cat Lady after noticing that she's hoarding animals -- which turns Marge into a hoarder herself.","""A Midsummer's Nice Dream""",5.4,Deb Lacusta & Dan Castellaneta
1000,Michael Polcino,"""Love Is a Many Strangled Thing""",Paul Rudd,17,481,481–2217,1,3/27/2011,NABF10,NABF10,Dr. Zander,22,22,"Homer is sent to parenting therapy after tickling Bart until he wets his pants during a football game, but when the therapist is shocked to hear that Homer regularly physically abuses Bart, he puts Homer through shock treatment by having Kareem Abdul-Jabbar strangle him to make Homer feel as weak and helpless as Bart.","""Love Is a Many Strangled Thing""",6.1,Bill Odenkirk
1000,Michael Polcino,"""Love Is a Many Strangled Thing""",Kareem Abdul-Jabbar,17,481,481–2217,1,3/27/2011,NABF10,NABF10,Himself,22,22,"Homer is sent to parenting therapy after tickling Bart until he wets his pants during a football game, but when the therapist is shocked to hear that Homer regularly physically abuses Bart, he puts Homer through shock treatment by having Kareem Abdul-Jabbar strangle him to make Homer feel as weak and helpless as Bart.","""Love Is a Many Strangled Thing""",6.1,Bill Odenkirk
1000,Michael Polcino,"""Love Is a Many Strangled Thing""",Kevin Michael Richardson,17,481,481–2217,1,3/27/2011,NABF10,NABF10,Masseur,22,22,"Homer is sent to parenting therapy after tickling Bart until he wets his pants during a football game, but when the therapist is shocked to hear that Homer regularly physically abuses Bart, he puts Homer through shock treatment by having Kareem Abdul-Jabbar strangle him to make Homer feel as weak and helpless as Bart.","""Love Is a Many Strangled Thing""",6.1,Bill Odenkirk
1000,Chris Clements,"""The Great Simpsina""",Jack McBrayer,18,482,482–2218,1,4/10/2011,NABF11,NABF11,Ewell Freestone,22,22,"Lisa becomes friends with an old, widower magician, who gives her insight in performing one of Houdini’s greatest tricks.","""The Great Simpsina""",5.0,Matt Warburton
1000,Chris Clements,"""The Great Simpsina""",David Copperfield,18,482,482–2218,1,4/10/2011,NABF11,NABF11,Himself,22,22,"Lisa becomes friends with an old, widower magician, who gives her insight in performing one of Houdini’s greatest tricks.","""The Great Simpsina""",5.0,Matt Warburton
1000,Chris Clements,"""The Great Simpsina""",Penn Jillette,18,482,482–2218,1,4/10/2011,NABF11,NABF11,Himself,22,22,"Lisa becomes friends with an old, widower magician, who gives her insight in performing one of Houdini’s greatest tricks.","""The Great Simpsina""",5.0,Matt Warburton
1000,Chris Clements,"""The Great Simpsina""",Ricky Jay,18,482,482–2218,1,4/10/2011,NABF11,NABF11,Himself,22,22,"Lisa becomes friends with an old, widower magician, who gives her insight in performing one of Houdini’s greatest tricks.","""The Great Simpsina""",5.0,Matt Warburton
1000,Chris Clements,"""The Great Simpsina""",Teller,18,482,482–2218,1,4/10/2011,NABF11,NABF11,Himself,22,22,"Lisa becomes friends with an old, widower magician, who gives her insight in performing one of Houdini’s greatest tricks.","""The Great Simpsina""",5.0,Matt Warburton
1000,Chris Clements,"""The Great Simpsina""",Martin Landau,18,482,482–2218,1,4/10/2011,NABF11,NABF11,The Great Raymondo,22,22,"Lisa becomes friends with an old, widower magician, who gives her insight in performing one of Houdini’s greatest tricks.","""The Great Simpsina""",5.0,Matt Warburton
1000,Lance Kramer,"""The Real Housewives of Fat Tony""",Joe Mantegna,19,483,483–2219,1,5/1/2011,NABF12,NABF12,Fat Tony,22,22,"Fat Tony and Selma get married, prompting Marge to worry about her sister's safety. Meanwhile, Lisa uses Bart to find truffles.","""The Real Housewives of Fat Tony""",6.1,Dick Blasucci
1000,Mark Kirkland,"""Homer Scissorhands""",Kristen Schaal,20,484,484–2220,1,5/8/2011,NABF13,NABF13,Taffy,22,22,"After Lisa breaks Milhouse's heart yet again, he hooks up with a fifth-grader named Taffy, only to force Lisa to face up to how she really feels about him. Meanwhile, Homer becomes a hairdresser after fixing Patty's hair, but finds that dealing with gossipy, female clients all day is tedious and depressing.","""Homer Scissorhands""",5.5,Peter Gaffney & Steve Viksten
1000,Bob Anderson,"""500 Keys""",Albert Brooks,21,485,485–2221,1,5/15/2011,NABF14,NABF14,Hank Scorpio,22,22,"While trying to get Maggie out of Homer's locked car, the family discovers that they have been hoarding keys for years, setting up three interconnected adventures: Homer finds a key that operates The Duff Blimp, Marge finds a key that operates an antique toy that makes farting noises, and Lisa finds a key that leads her to a secret classroom in Springfield Elementary.","""500 Keys""",6.0,John Frink
1000,Chuck Sheetz,"""The Ned-Liest Catch""",Joey Kramer,22,486,486–2222,1,5/22/2011,NABF15,NABF15,Himself,22,22,"Ned Flanders begins dating Mrs. Krabappel after saving her from a prank gone bad -- until Flanders realizes that Mrs. Krabappel has left a trail of tears behind her from the men she dated before (including Aerosmith drummer, Joey Kramer).","""The Ned-Liest Catch""",5.3,Jeff Westbrook
1000,Chuck Sheetz,"""The Ned-Liest Catch""",Ken Burns,22,486,486–2222,1,5/22/2011,NABF15,NABF15,Himself,22,22,"Ned Flanders begins dating Mrs. Krabappel after saving her from a prank gone bad -- until Flanders realizes that Mrs. Krabappel has left a trail of tears behind her from the men she dated before (including Aerosmith drummer, Joey Kramer).","""The Ned-Liest Catch""",5.3,Jeff Westbrook
1000,Matthew Nastuk,"""The Falcon and the D'ohman""",Tom Colicchio,1,487,487–2301,1,9/25/2011,NABF16,NABF16,Himself,23,23,"Homer befriends the nuclear plant's newest hire – a security guard with ties to the CIA and a painful backstory involving the Ukrainian Mafia. Meanwhile, Marge dreams of appearing on Top Chef and the results to the ""Will Ned Flanders and Edna Krabappel Stay Together"" contests are revealed.","""The Falcon and the D'ohman""",8.1,Justin Hurwitz
1000,Matthew Nastuk,"""The Falcon and the D'ohman""",Kevin Michael Richardson,1,487,487–2301,1,9/25/2011,NABF16,NABF16,SendEx Courier,23,23,"Homer befriends the nuclear plant's newest hire – a security guard with ties to the CIA and a painful backstory involving the Ukrainian Mafia. Meanwhile, Marge dreams of appearing on Top Chef and the results to the ""Will Ned Flanders and Edna Krabappel Stay Together"" contests are revealed.","""The Falcon and the D'ohman""",8.1,Justin Hurwitz
1000,Matthew Nastuk,"""The Falcon and the D'ohman""",Kiefer Sutherland,1,487,487–2301,1,9/25/2011,NABF16,NABF16,Wayne Slater,23,23,"Homer befriends the nuclear plant's newest hire – a security guard with ties to the CIA and a painful backstory involving the Ukrainian Mafia. Meanwhile, Marge dreams of appearing on Top Chef and the results to the ""Will Ned Flanders and Edna Krabappel Stay Together"" contests are revealed.","""The Falcon and the D'ohman""",8.1,Justin Hurwitz
1000,Matthew Faughnan,"""Treehouse of Horror XXII""",Aron Ralston,3,489,489–2303,1,10/30/2011,NABF19,NABF19,911 operator,23,23,"In this year's introduction, Homer gets his arm pinned under a boulder, makes a 911 call to someone who's been in a similar scenario, and must gnaw his way to freedom. In The Diving Bell and the Butterball,"" Homer is put in a coma by a black widow spider bite and finds a new, smelly way to communicate. Next, Flanders gets a call from God to rid the world of sinners by murdering them in '""Dial D for Diddly."" Finally, Bart and Milhouse must infiltrate an alien planet by posing as the natives in the Avatar parody, ""In the Na'vi.""","""Treehouse of Horror XXII""",8.1,Carolyn Omine
